PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_PRICE
Single Family Residential,Concord,94520,770000,3.0,2.0,1224.0,2.0,2.0,2.0,629.0,784520.0,5513.0,770000.0,,
Mobile/Manufactured Home,Concord,94518,229900,2.0,2.0,1100.0,4.0,2.0,3.0,209.0,220080.0,1626.0,229900.0,235000.0,
Single Family Residential,Concord,94518,875000,3.0,2.0,1528.0,2.0,5.0,3.0,573.0,876422.0,6187.0,875000.0,,739000.0
Condo/Co-op,Concord,94521,420000,2.0,1.0,800.0,3.0,3.0,5.0,525.0,419679.0,3345.0,420000.0,,324995.0
Condo/Co-op,Concord,94521,470000,3.0,2.0,1020.0,3.0,3.0,5.0,461.0,470150.0,3698.0,470000.0,,89500.0
Condo/Co-op,Concord,94518,325000,1.0,1.0,696.0,7.0,2.0,3.0,467.0,326097.0,2720.0,325000.0,,159950.0
Mobile/Manufactured Home,Concord,94518,129999,2.0,1.0,648.0,4.0,2.0,3.0,201.0,123569.0,919.0,129999.0,,
Single Family Residential,Concord,94518,980000,4.0,3.0,1970.0,4.0,2.0,3.0,497.0,977925.0,6929.0,980000.0,,
Single Family Residential,Concord,94518,899000,3.0,2.0,1528.0,2.0,5.0,3.0,588.0,968364.0,6356.0,899000.0,980000.0,749000.0
Condo/Co-op,Concord,94520,235000,0.0,1.0,465.0,2.0,6.0,2.0,505.0,235994.0,1986.0,235000.0,245000.0,
Vacant Land,Concord,94521,349000,,,8712.0,5.0,3.0,5.0,40.0,331513.0,2468.0,349000.0,,
Vacant Land,Concord,94521,349000,,,8743.0,5.0,3.0,5.0,40.0,331423.0,2499.0,349000.0,,
Single Family Residential,Concord,94521,750000,4.0,2.0,1926.0,6.0,6.0,7.0,389.0,,5303.0,750000.0,,
Single Family Residential,Concord,94520,629000,3.0,1.0,1200.0,2.0,3.0,2.0,524.0,629747.0,4447.0,629000.0,,
Condo/Co-op,Concord,94518,399950,2.0,1.0,854.0,2.0,2.0,3.0,468.0,394125.0,3328.0,399950.0,,
Single Family Residential,Concord,94519,725000,3.0,2.0,1172.0,4.0,3.0,2.0,619.0,726963.0,5153.0,725000.0,775000.0,
Single Family Residential,Concord,94521,1035000,5.0,3.0,2257.0,7.0,5.0,7.0,459.0,,7318.0,1035000.0,1100000.0,
Townhouse,Concord,94520,440000,2.0,1.5,1000.0,2.0,3.0,2.0,440.0,443910.0,3641.0,440000.0,,
Single Family Residential,Concord,94521,740000,4.0,2.0,1160.0,5.0,3.0,5.0,638.0,831000.0,5232.0,740000.0,750000.0,
Single Family Residential,Concord,94521,775000,3.0,2.0,1420.0,6.0,6.0,7.0,546.0,775339.0,5480.0,775000.0,,
Single Family Residential,Concord,94518,859000,4.0,2.0,1704.0,3.0,2.0,3.0,515.0,876943.0,,,,
Single Family Residential,Concord,94521,784950,4.0,2.0,1160.0,5.0,3.0,5.0,677.0,863508.0,5550.0,784950.0,799000.0,
Single Family Residential,Concord,94518,979000,4.0,2.0,1694.0,4.0,2.0,3.0,578.0,978742.0,7009.0,979000.0,999000.0,
Mobile/Manufactured Home,Concord,94518,200000,2.0,1.0,1196.0,4.0,2.0,3.0,167.0,194510.0,1414.0,200000.0,,
Single Family Residential,Concord,94521,1188800,4.0,2.5,2331.0,7.0,5.0,7.0,510.0,1203374.0,8406.0,1188800.0,1279000.0,
Condo/Co-op,Concord,94520,288000,1.0,1.0,652.0,2.0,3.0,2.0,442.0,285766.0,2511.0,,,
Multi-Family (5+ Unit),Concord,94520,2700000,,,6170.0,2.0,2.0,2.0,438.0,,19091.0,2700000.0,2800000.0,
Multi-Family (5+ Unit),Concord,94518,4900000,,,8777.0,2.0,2.0,3.0,558.0,,34646.0,4900000.0,,
Townhouse,Concord,94521,665000,2.0,2.0,930.0,7.0,5.0,7.0,715.0,655418.0,4761.0,665000.0,675000.0,
Single Family Residential,Concord,94520,849000,3.0,2.0,1707.0,2.0,3.0,2.0,497.0,838985.0,6078.0,,,
Single Family Residential,Concord,94518,690000,4.0,2.0,1491.0,5.0,3.0,2.0,463.0,686872.0,4879.0,690000.0,,
Single Family Residential,Concord,94521,1289000,4.0,3.0,2150.0,6.0,5.0,7.0,600.0,1268316.0,9114.0,,1289000.0,1398000.0
Single Family Residential,Clayton,94517,899900,5.0,3.0,1984.0,7.0,6.0,7.0,454.0,908605.0,6363.0,899900.0,989900.0,
Single Family Residential,Concord,94521,789000,3.0,2.0,1244.0,5.0,3.0,5.0,634.0,781198.0,5579.0,325000.0,,335000.0
Single Family Residential,Concord,94520,639000,3.0,1.0,1053.0,2.0,6.0,2.0,597.0,651333.0,4447.0,629000.0,639000.0,640000.0
Single Family Residential,Gilroy,95020,880000,3.0,2.5,1886.0,5.0,5.0,6.0,467.0,884831.0,6301.0,880000.0,,
Single Family Residential,Gilroy,95020,699500,4.0,2.5,1924.0,5.0,5.0,6.0,364.0,702849.0,4946.0,699500.0,,
Single Family Residential,Gilroy,95020,1247777,4.0,2.5,2274.0,5.0,4.0,6.0,549.0,1248251.0,8823.0,1247777.0,,865000.0
Single Family Residential,Gilroy,95020,1299888,4.0,2.0,3489.0,4.0,5.0,6.0,373.0,1298644.0,9191.0,1299888.0,,1675000.0
Single Family Residential,Gilroy,95020,1350000,5.0,4.5,3008.0,5.0,5.0,4.0,449.0,1347684.0,9646.0,1350000.0,,
Single Family Residential,Gilroy,95020,999000,4.0,2.0,2034.0,5.0,4.0,6.0,491.0,1002576.0,7064.0,999000.0,,357000.0
Single Family Residential,Gilroy,95020,1248000,4.0,3.0,2656.0,5.0,5.0,4.0,470.0,1254703.0,8925.0,1248000.0,,1099000.0
Single Family Residential,Gilroy,95020,739950,2.0,2.0,1055.0,4.0,5.0,4.0,701.0,752732.0,5429.0,739950.0,,
Single Family Residential,Gilroy,95020,1126000,4.0,3.0,2489.0,5.0,5.0,4.0,452.0,1138985.0,8115.0,1126000.0,,
Single Family Residential,Gilroy,95020,1289000,4.0,3.5,3449.0,4.0,5.0,6.0,374.0,1314075.0,9114.0,1289000.0,,853489.0
Vacant Land,Gilroy,95020,999000,,,,5.0,5.0,6.0,,984202.0,7064.0,999000.0,,
Single Family Residential,Gilroy,95020,1050000,4.0,2.0,2014.0,2.0,5.0,4.0,521.0,1054067.0,7424.0,1050000.0,,950000.0
Single Family Residential,Gilroy,95020,1049900,3.0,2.0,2107.0,4.0,5.0,4.0,498.0,1059745.0,7423.0,1049900.0,,699000.0
Single Family Residential,Gilroy,95020,899900,4.0,2.5,1422.0,4.0,5.0,6.0,633.0,940921.0,6363.0,899900.0,,
Single Family Residential,Gilroy,95020,648500,3.0,2.0,1293.0,5.0,5.0,4.0,502.0,650987.0,4838.0,648500.0,,
Single Family Residential,Gilroy,95020,1350000,3.0,2.5,2394.0,5.0,5.0,6.0,564.0,1364486.0,9545.0,1350000.0,,
Single Family Residential,Gilroy,95020,2499950,4.0,4.5,4327.0,5.0,5.0,4.0,578.0,2482517.0,17891.0,2499950.0,,
Multi-Family (2-4 Unit),Gilroy,95020,1299000,6.0,3.0,2080.0,2.0,5.0,4.0,625.0,1300183.0,9185.0,1299000.0,899950.0,
Single Family Residential,Gilroy,95020,899000,3.0,2.0,1207.0,4.0,5.0,4.0,745.0,910425.0,6356.0,899000.0,,
Single Family Residential,Gilroy,95020,2950000,4.0,3.5,5000.0,4.0,5.0,6.0,590.0,2941437.0,21025.0,2950000.0,,
Single Family Residential,Gilroy,95020,1395000,4.0,3.0,1588.0,4.0,5.0,6.0,878.0,1403030.0,9864.0,1395000.0,,
Single Family Residential,Gilroy,95020,1250000,5.0,2.5,2635.0,4.0,5.0,6.0,474.0,1304829.0,8838.0,1250000.0,1299000.0,
Vacant Land,Gilroy,95020,798000,,,,4.0,5.0,6.0,,769939.0,5642.0,798000.0,,
Vacant Land,Gilroy,95020,661500,,,,4.0,5.0,6.0,,637157.0,4677.0,661500.0,,
Vacant Land,Gilroy,95020,693000,,,,4.0,5.0,6.0,,659704.0,4900.0,693000.0,,245000.0
Vacant Land,Gilroy,95020,483000,,,,4.0,5.0,6.0,,483507.0,3415.0,483000.0,,
Single Family Residential,Gilroy,95020,1188000,4.0,3.0,2407.0,4.0,5.0,6.0,494.0,1187729.0,8400.0,1188000.0,,
Single Family Residential,Gilroy,95020,799900,2.0,1.0,1100.0,4.0,5.0,4.0,727.0,803173.0,5656.0,799900.0,,
Single Family Residential,Gilroy,95020,975000,5.0,3.0,2590.0,2.0,5.0,4.0,376.0,978382.0,6894.0,,,975000.0
Single Family Residential,Gilroy,95020,1399000,4.0,3.5,3334.0,5.0,5.0,4.0,420.0,1396713.0,10049.0,1399000.0,,
Single Family Residential,Gilroy,95020,749000,3.0,2.0,1190.0,4.0,5.0,6.0,629.0,748297.0,5296.0,749000.0,,439999.0
Vacant Land,Gilroy,95020,650000,,,,4.0,5.0,6.0,,616886.0,4689.0,650000.0,,
Single Family Residential,Gilroy,95020,1350000,4.0,4.5,3581.0,5.0,5.0,4.0,377.0,1358511.0,9690.0,1350000.0,,
Townhouse,Gilroy,95020,699950,2.0,2.5,1645.0,2.0,5.0,4.0,426.0,697731.0,5342.0,699950.0,190000.0,
Single Family Residential,Gilroy,95020,1159900,4.0,2.0,2377.0,4.0,5.0,6.0,488.0,1165569.0,8201.0,1159900.0,,699000.0
Single Family Residential,Gilroy,95020,999000,4.0,2.5,1567.0,4.0,5.0,4.0,638.0,1008113.0,7064.0,999000.0,1049999.0,
Single Family Residential,Gilroy,95020,1125000,3.0,2.5,1800.0,4.0,5.0,6.0,625.0,1127968.0,7954.0,1125000.0,1150000.0,1100000.0
Single Family Residential,Gilroy,95020,1999888,5.0,2.5,1999.0,4.0,5.0,6.0,1000.0,1974552.0,14140.0,1999888.0,2079000.0,2179000.0
Single Family Residential,Gilroy,95020,1499900,5.0,4.5,3035.0,5.0,5.0,4.0,494.0,1495502.0,10605.0,1499900.0,,1399000.0
Condo/Co-op,Gilroy,95020,539900,2.0,1.5,1136.0,5.0,5.0,6.0,475.0,558931.0,4239.0,539900.0,,
Single Family Residential,Gilroy,95020,2550000,3.0,2.0,2607.0,5.0,5.0,6.0,978.0,2513238.0,18030.0,2550000.0,2700000.0,
Condo/Co-op,Gilroy,95020,449950,1.0,1.0,921.0,2.0,5.0,4.0,489.0,454410.0,3488.0,449950.0,489950.0,499950.0
Condo/Co-op,Gilroy,95020,745000,3.0,2.5,1663.0,2.0,5.0,4.0,448.0,743328.0,5627.0,745000.0,,
Single Family Residential,Gilroy,95020,1399950,5.0,3.0,3012.0,4.0,5.0,6.0,465.0,1387150.0,9899.0,1399950.0,1445000.0,
Single Family Residential,Gilroy,95020,1150888,4.0,3.5,2729.0,4.0,5.0,6.0,422.0,1135215.0,8197.0,1150888.0,1120888.0,
Condo/Co-op,Gilroy,95020,499000,2.0,1.0,864.0,4.0,5.0,4.0,578.0,496302.0,4023.0,499000.0,,
Other,Gilroy,95020,3998000,,,,,,,,,28268.0,3998000.0,,
Single Family Residential,Gilroy,95020,1598000,4.0,3.0,3230.0,5.0,5.0,4.0,495.0,1579566.0,11479.0,1598000.0,1649000.0,1699000.0
Other,Gilroy,95020,799000,,,,,,,,,5676.0,799000.0,,
Other,Gilroy,95020,4800000,,,,5.0,5.0,4.0,,,34123.0,4800000.0,5040000.0,
Single Family Residential,Gilroy,95020,855900,4.0,2.5,1670.0,4.0,5.0,6.0,513.0,862535.0,6052.0,855900.0,869900.0,
Vacant Land,Gilroy,95020,550000,,,,4.0,5.0,6.0,,512301.0,3989.0,550000.0,,199000.0
Single Family Residential,Gilroy,95020,978888,4.0,3.0,1976.0,5.0,5.0,6.0,495.0,969799.0,6921.0,978888.0,988786.0,
Single Family Residential,Gilroy,95020,1599000,4.0,3.5,3461.0,4.0,5.0,6.0,462.0,1558620.0,11306.0,,,1599000.0
Townhouse,Gilroy,95020,765000,2.0,2.0,1178.0,5.0,5.0,4.0,649.0,763422.0,5859.0,765000.0,782166.0,765000.0
Single Family Residential,Gilroy,95020,1499500,3.0,1.0,1000.0,4.0,5.0,4.0,1500.0,1407463.0,10602.0,1499500.0,1499500.0,
Single Family Residential,Gilroy,95020,1799950,3.0,2.0,1280.0,4.0,5.0,6.0,1406.0,1739578.0,12727.0,1799950.0,,
Single Family Residential,Gilroy,95020,2648000,5.0,3.5,3643.0,4.0,5.0,6.0,727.0,2529982.0,18723.0,2648000.0,2799000.0,2899000.0
Single Family Residential,Gilroy,95020,2498000,5.0,5.0,4104.0,4.0,5.0,6.0,609.0,2375337.0,17662.0,,,2498000.0
Single Family Residential,Gilroy,95020,1145000,4.0,3.5,1630.0,2.0,5.0,4.0,702.0,1120542.0,8096.0,1145000.0,,259900.0
Vacant Land,Gilroy,95020,1999999,,,,4.0,5.0,6.0,,1833171.0,14141.0,1999999.0,,
Single Family Residential,Gilroy,95020,1149900,4.0,3.0,2590.0,5.0,5.0,4.0,444.0,1138087.0,8284.0,1149900.0,1199000.0,1249000.0
Vacant Land,Gilroy,95020,875000,,,,4.0,5.0,6.0,,818608.0,6337.0,875000.0,,
Vacant Land,Gilroy,95020,1599500,,,,4.0,5.0,4.0,,1477325.0,11309.0,1599500.0,,
Vacant Land,Gilroy,95020,649000,,,,4.0,5.0,6.0,,603279.0,4682.0,649000.0,749000.0,
Vacant Land,Gilroy,95020,599900,,,,4.0,5.0,6.0,,551132.0,4264.0,,,365000.0
Vacant Land,Gilroy,95020,649000,,,,,,,,,4589.0,649000.0,,
Other,Gilroy,95020,799000,,,,5.0,5.0,4.0,,,5649.0,799000.0,,
Other,Gilroy,95020,1199999,,,,4.0,5.0,6.0,,,8485.0,,,1199999.0
Mobile/Manufactured Home,Gilroy,95020,89950,2.0,1.0,380.0,5.0,5.0,4.0,237.0,89698.0,636.0,,,
Single Family Residential,Gilroy,95020,1988000,5.0,2.5,3000.0,4.0,5.0,4.0,663.0,1850984.0,14056.0,,600000.0,650000.0
Single Family Residential,Gilroy,95020,1890000,4.0,3.5,2504.0,4.0,5.0,4.0,755.0,1823667.0,13363.0,1890000.0,1998880.0,
Single Family Residential,Gilroy,95020,1450000,6.0,3.0,2930.0,4.0,5.0,6.0,495.0,1416169.0,10252.0,1450000.0,,
Vacant Land,Gilroy,95020,4950000,,,,4.0,5.0,4.0,,,35000.0,,,4950000.0
Mobile/Manufactured Home,Gilroy,95020,89950,1.0,1.0,400.0,5.0,5.0,4.0,225.0,88848.0,636.0,,,
Mobile/Manufactured Home,Gilroy,95020,89950,2.0,1.0,400.0,5.0,5.0,4.0,225.0,88944.0,636.0,,,
Vacant Land,Gilroy,95020,347000,,,,4.0,5.0,6.0,,336713.0,2579.0,347000.0,,
Vacant Land,Gilroy,95020,448000,,,,5.0,5.0,4.0,,413772.0,3352.0,448000.0,498000.0,
Other,Gilroy,95020,11999950,,,,,,,,,84847.0,11999950.0,,
Vacant Land,Gilroy,95020,429000,,,,5.0,5.0,4.0,,403728.0,3218.0,429000.0,449000.0,499000.0
Vacant Land,Gilroy,95020,449000,,,,5.0,5.0,4.0,,416089.0,3360.0,449000.0,499000.0,
Vacant Land,Gilroy,95020,3500000,,,,4.0,5.0,4.0,,3009091.0,24747.0,3500000.0,,
Vacant Land,Gilroy,95020,649000,,,,4.0,5.0,6.0,,598852.0,4589.0,649000.0,749000.0,778999.0
Vacant Land,Gilroy,95020,675000,,,,5.0,5.0,6.0,,609357.0,4773.0,,675000.0,
Other,Gilroy,95020,1999999,,,,4.0,5.0,6.0,,,14141.0,1999999.0,1495000.0,1999888.0
Other,Gilroy,95020,374000,,,,,,,,,2644.0,374000.0,379000.0,380000.0
Single Family Residential,Gilroy,95020,995000,3.0,1.0,2682.0,4.0,5.0,4.0,371.0,1021811.0,7035.0,,,
Townhouse,Gilroy,95020,756500,2.0,2.0,1178.0,5.0,5.0,4.0,642.0,,5349.0,,,
Single Family Residential,Gilroy,95020,1292900,4.0,3.0,2848.0,5.0,5.0,4.0,454.0,,9142.0,,,
Single Family Residential,Gilroy,95020,1220900,4.0,3.0,3045.0,5.0,5.0,4.0,401.0,,8633.0,,,
Single Family Residential,Gilroy,95020,1324900,4.0,3.5,3335.0,5.0,5.0,4.0,397.0,,9368.0,,,
Single Family Residential,Menlo Park,94025,1998000,3.0,2.0,1600.0,8.0,8.0,6.0,1249.0,1993228.0,14127.0,1998000.0,,
Single Family Residential,Atherton,94027,7295000,5.0,4.0,3825.0,8.0,8.0,6.0,1907.0,7306507.0,51580.0,7295000.0,,2759000.0
Single Family Residential,Menlo Park,94025,6545000,4.0,4.5,3737.0,,,6.0,1751.0,6566996.0,46277.0,6545000.0,,
Single Family Residential,Menlo Park,94025,6795000,5.0,4.5,4190.0,9.0,8.0,6.0,1622.0,6863892.0,48045.0,6795000.0,,
Townhouse,Menlo Park,94025,2140000,3.0,2.5,2030.0,8.0,8.0,6.0,1054.0,2172360.0,15531.0,2140000.0,,1099000.0
Single Family Residential,Menlo Park,94025,3795000,4.0,3.0,2360.0,8.0,8.0,6.0,1608.0,3823414.0,26833.0,3795000.0,,3250000.0
Single Family Residential,Menlo Park,94025,2449900,3.0,2.0,1450.0,9.0,8.0,6.0,1690.0,2457254.0,17322.0,2449900.0,,2295000.0
Single Family Residential,Menlo Park,94025,999000,2.0,1.0,880.0,,,6.0,1135.0,1068963.0,7064.0,999000.0,,359500.0
Single Family Residential,Menlo Park,94025,4750000,5.0,4.5,2930.0,,,6.0,1621.0,4794444.0,33585.0,4750000.0,,4350000.0
Single Family Residential,Menlo Park,94025,2000000,3.0,1.0,1190.0,,,6.0,1681.0,2006936.0,14141.0,2000000.0,,1900000.0
Single Family Residential,Menlo Park,94025,7270000,4.0,4.5,3997.0,9.0,8.0,6.0,1819.0,7271730.0,51403.0,7270000.0,,3898880.0
Single Family Residential,Menlo Park,94025,3598000,4.0,4.0,3192.0,8.0,8.0,6.0,1127.0,3669922.0,25440.0,3598000.0,,
Single Family Residential,Menlo Park,94025,1388000,4.0,3.5,1225.0,,2.0,6.0,1133.0,1394769.0,9814.0,1388000.0,,1189000.0
Multi-Family (2-4 Unit),Redwood City,94063,1349000,3.0,3.0,2569.0,3.0,,6.0,525.0,1347654.0,9538.0,1349000.0,,
Single Family Residential,Menlo Park,94025,3100000,3.0,3.0,1910.0,,,6.0,1623.0,3170685.0,21919.0,3100000.0,,
Single Family Residential,Menlo Park,94025,1595000,3.0,1.5,1191.0,,,6.0,1339.0,1671735.0,11278.0,1595000.0,,
Townhouse,Menlo Park,94025,2995000,3.0,3.5,2215.0,9.0,8.0,6.0,1352.0,2983487.0,21177.0,2995000.0,,
Single Family Residential,Atherton,94027,3999888,4.0,2.0,2400.0,8.0,8.0,6.0,1667.0,4010480.0,28282.0,3999888.0,,2998000.0
Single Family Residential,East Palo Alto,94303,2000000,7.0,4.0,2016.0,,2.0,6.0,992.0,2010655.0,14141.0,2000000.0,,
Condo/Co-op,Menlo Park,94025,899000,2.0,2.0,1020.0,,,6.0,881.0,908883.0,6967.0,899000.0,,
Single Family Residential,Menlo Park,94025,3750000,4.0,2.5,2514.0,8.0,8.0,6.0,1492.0,,26515.0,3750000.0,,
Single Family Residential,Menlo Park,94025,4500000,6.0,6.5,4035.0,,,6.0,1115.0,4793128.0,31818.0,4500000.0,,
Single Family Residential,Menlo Park,94025,3650000,3.0,2.0,1240.0,9.0,8.0,6.0,2944.0,3610103.0,25808.0,3650000.0,,
Single Family Residential,Palo Alto,94301,2988000,3.0,2.5,1676.0,8.0,7.0,9.0,1783.0,,21127.0,2988000.0,,
Condo/Co-op,Menlo Park,94025,1658000,2.0,2.0,1956.0,,,6.0,848.0,1648385.0,12763.0,1658000.0,,
Single Family Residential,Menlo Park,94025,2950000,3.0,2.0,1690.0,,,6.0,1746.0,2959324.0,20858.0,2950000.0,3500000.0,
Condo/Co-op,Menlo Park,94025,1999000,2.0,2.0,1872.0,8.0,8.0,6.0,1068.0,1988905.0,15668.0,1999000.0,,750000.0
Townhouse,Menlo Park,94025,2077000,3.0,2.5,2280.0,,,6.0,911.0,2068017.0,15316.0,2077000.0,,
Single Family Residential,Menlo Park,94025,4175000,4.0,2.0,2090.0,9.0,8.0,6.0,1998.0,,29520.0,4175000.0,,1635000.0
Single Family Residential,Menlo Park,94025,2895000,3.0,3.5,2230.0,9.0,8.0,6.0,1298.0,2913977.0,20469.0,2895000.0,,
Single Family Residential,Menlo Park,94025,1650000,2.0,1.0,1020.0,8.0,8.0,6.0,1618.0,1655414.0,11667.0,1650000.0,,
Single Family Residential,Menlo Park,94025,1188888,4.0,2.0,1335.0,,,6.0,891.0,1210857.0,8406.0,1188888.0,,
Single Family Residential,Menlo Park,94025,2998000,3.0,3.0,2770.0,,,6.0,1082.0,3008361.0,21198.0,2998000.0,,1100000.0
Condo/Co-op,Menlo Park,94025,1375000,3.0,2.0,1470.0,,,6.0,935.0,1366149.0,10304.0,1375000.0,,1499000.0
Multi-Family (2-4 Unit),Menlo Park,94025,2850000,4.0,4.0,2700.0,8.0,8.0,6.0,1056.0,2767309.0,20151.0,2850000.0,,
Multi-Family (2-4 Unit),Menlo Park,94025,2850000,4.0,4.0,2700.0,8.0,8.0,6.0,1056.0,2774238.0,20151.0,2850000.0,,
Condo/Co-op,Menlo Park,94025,1149000,2.0,2.0,1000.0,,,6.0,1149.0,1130217.0,8989.0,1149000.0,,
Single Family Residential,Menlo Park,94025,1950000,3.0,2.0,1370.0,8.0,8.0,6.0,1423.0,1997583.0,13788.0,1950000.0,2098000.0,2185000.0
Single Family Residential,Menlo Park,94025,9288000,7.0,7.5,5819.0,,,6.0,1596.0,9081164.0,65672.0,9288000.0,,
Condo/Co-op,Menlo Park,94025,1695000,2.0,2.5,1248.0,9.0,8.0,6.0,1358.0,1695485.0,12435.0,1695000.0,,
Townhouse,Menlo Park,94025,1050000,3.0,2.5,1583.0,,,6.0,663.0,1070099.0,7874.0,1050000.0,1099000.0,
Single Family Residential,Menlo Park,94025,3980000,4.0,3.0,2400.0,8.0,8.0,6.0,1658.0,3981220.0,28141.0,3980000.0,4100000.0,
Condo/Co-op,Menlo Park,94025,799000,1.0,1.0,739.0,,,6.0,1081.0,,6106.0,799000.0,,
Single Family Residential,Menlo Park,94025,4650000,4.0,2.5,2680.0,9.0,8.0,6.0,1735.0,,32878.0,4650000.0,4750000.0,
Single Family Residential,Menlo Park,94025,5450000,4.0,3.5,3031.0,9.0,8.0,6.0,1798.0,5378225.0,38535.0,5450000.0,5895000.0,
Single Family Residential,East Palo Alto,94303,1100000,3.0,1.0,1570.0,,2.0,6.0,701.0,1125970.0,7778.0,1100000.0,899888.0,1298000.0
Single Family Residential,Menlo Park,94025,3750000,3.0,2.0,1530.0,8.0,8.0,6.0,2451.0,3819374.0,26515.0,3750000.0,3998000.0,
Single Family Residential,Menlo Park,94025,3788000,4.0,2.5,2513.0,,,6.0,1507.0,3708878.0,26784.0,3788000.0,3850000.0,
Townhouse,Menlo Park,94025,2880000,3.0,2.5,2700.0,,,6.0,1067.0,2804309.0,21013.0,2880000.0,,2249000.0
Single Family Residential,Menlo Park,94025,3315000,4.0,3.5,2867.0,,,6.0,1156.0,3271454.0,23439.0,3315000.0,,
Single Family Residential,Menlo Park,94025,3298000,4.0,3.0,1638.0,9.0,8.0,6.0,2013.0,3245276.0,23319.0,3298000.0,3000000.0,
Single Family Residential,Menlo Park,94025,4998000,4.0,4.5,3518.0,,,6.0,1421.0,4863318.0,35339.0,4998000.0,1195000.0,
Single Family Residential,Menlo Park,94025,3880000,4.0,3.5,3140.0,8.0,8.0,6.0,1236.0,3811316.0,27434.0,3880000.0,,
Single Family Residential,Menlo Park,94025,1549000,2.0,1.0,940.0,8.0,8.0,6.0,1648.0,1529547.0,10952.0,1549000.0,1650000.0,
Single Family Residential,Menlo Park,94025,3998000,5.0,4.5,3360.0,9.0,8.0,6.0,1190.0,3962927.0,28268.0,3998000.0,4500000.0,
Condo/Co-op,Menlo Park,94025,925000,2.0,2.0,1098.0,,,6.0,842.0,915719.0,7210.0,925000.0,959000.0,
Townhouse,Menlo Park,94025,2798000,3.0,2.5,2680.0,,,6.0,1044.0,,20434.0,2798000.0,2488000.0,
Single Family Residential,Menlo Park,94025,3999999,5.0,4.5,3104.0,,,6.0,1289.0,3926445.0,28282.0,3999999.0,,
Single Family Residential,Menlo Park,94025,3888000,5.0,4.5,2837.0,,,6.0,1370.0,3787761.0,27491.0,3888000.0,,
Single Family Residential,Menlo Park,94025,3588888,5.0,4.5,2819.0,,,6.0,1273.0,3509682.0,25376.0,3588888.0,,
Single Family Residential,Menlo Park,94025,2295000,3.0,2.0,1960.0,,,6.0,1171.0,2195744.0,16227.0,2295000.0,,
Single Family Residential,Menlo Park,94025,1800000,3.0,1.0,1220.0,,,6.0,1475.0,1724305.0,12727.0,1800000.0,,
Single Family Residential,Menlo Park,94025,5188888,6.0,6.0,4138.0,8.0,8.0,6.0,1254.0,5324063.0,36689.0,5188888.0,5388888.0,4988888.0
Condo/Co-op,Menlo Park,94025,1540000,2.0,2.0,1860.0,,,6.0,828.0,1507628.0,12114.0,1540000.0,,
Condo/Co-op,Menlo Park,94025,1470000,3.0,2.0,1710.0,,,6.0,860.0,1430099.0,10976.0,,,1470000.0
Single Family Residential,Menlo Park,94025,3980000,4.0,4.5,3062.0,8.0,8.0,6.0,1300.0,4087186.0,28141.0,3980000.0,4480000.0,
Townhouse,Menlo Park,94025,1900000,3.0,2.0,1408.0,,,6.0,1349.0,,13884.0,,,1900000.0
Single Family Residential,Menlo Park,94025,2898000,3.0,2.5,1610.0,9.0,8.0,6.0,1800.0,2830958.0,20491.0,,,2898000.0
Condo/Co-op,Menlo Park,94025,1695000,2.0,2.0,2040.0,,,6.0,831.0,1635670.0,13210.0,1695000.0,,
Single Family Residential,Palo Alto,94301,4600000,4.0,3.5,2617.0,8.0,7.0,9.0,1758.0,,32525.0,4600000.0,,3380000.0
Condo/Co-op,Menlo Park,94025,3380000,3.0,2.5,1917.0,8.0,8.0,6.0,1763.0,3298371.0,24899.0,3380000.0,,
Single Family Residential,East Palo Alto,94303,1349000,2.0,1.0,810.0,,,6.0,1665.0,1311659.0,9538.0,1349000.0,,995000.0
Single Family Residential,Menlo Park,94025,3475000,3.0,2.0,2280.0,,,6.0,1524.0,3419048.0,24570.0,3475000.0,3499000.0,
Single Family Residential,Menlo Park,94025,3295000,2.0,2.0,1750.0,,,6.0,1883.0,5835970.0,23298.0,3295000.0,10499000.0,
Single Family Residential,Menlo Park,94025,12950000,5.0,6.0,6611.0,9.0,8.0,6.0,1959.0,12408825.0,91565.0,12950000.0,13950000.0,
Single Family Residential,Menlo Park,94025,2499880,4.0,3.0,2794.0,,2.0,6.0,895.0,2437860.0,17676.0,2499880.0,2699880.0,
Single Family Residential,Menlo Park,94025,2450000,5.0,2.0,1995.0,8.0,8.0,6.0,1228.0,2379291.0,17323.0,2450000.0,,
Multi-Family (2-4 Unit),Menlo Park,94025,3195000,7.0,4.0,5045.0,8.0,8.0,6.0,633.0,,22591.0,3195000.0,3195000.0,3495000.0
Multi-Family (2-4 Unit),Menlo Park,94025,2095000,3.0,2.0,1340.0,8.0,8.0,6.0,1563.0,,14813.0,2095000.0,2095000.0,2495000.0
Single Family Residential,Menlo Park,94025,1149000,3.0,1.0,1310.0,,,6.0,846.0,1108529.0,,,,
Condo/Co-op,Foster City,94404,1298000,1.0,1.5,1436.0,8.0,8.0,7.0,904.0,1297575.0,9665.0,1298000.0,,
